rank,team,score
3953,One,579.9
3954,Phillip Choi,579.8
3955,Tensa.bit,579.8
3956,Yang Zong-Yu phD,579.8
3957,Anurag Roy,579.7
3958,Par_Kahe,579.7
3959,Aditya Palit,579.7
3960,Nobu Hirai,579.7
3961,heren-27,579.6
3962,MohsinLakhani,579.5
3963,Hiroki2818,579.5
3964,GS,579.4
3965,村松 大介,579.4
3966,Yoshinari Fujinuma,579.4
3967,Dracufeuer,579.2
3968,NaoKato,579.1
3969,DaisukeFukuda6636,579.0
3970,Jack12xl,579.0
3971,WYSSR1225,578.8
3972,crescent15,578.7
3973,TanmayxD,578.7
3974,Rohit potdukhe,578.5
3975,Shake912,578.5
3976,Bill Xu,578.4
3977,shimasoft,578.4
3978,Nur Srijan,578.4
3979,Muhammad Shayan,578.3
3980,HaogeBob,578.2
3981,peacemonkey,577.9
3982,長谷川太一,577.9
3983,Tatsuya Ariga,577.9
3984,hitoy,577.9
3985,HirotaSaurus,577.8
3986,STR-PAPA,577.8
3987,Takumi Hino,577.7
3988,pokecrey,577.6
3989,onechan1,577.6
3990,nakonisu,577.5
3991,Takamasa Muto,577.4
3992,Mokuron01,577.3
3993,yanto,577.2
3994,ahawd,577.2
3995,HoooosE,577.1
3996,MingYue,577.0
3997,ZassyA,576.8
3998,ryupoke,576.8
3999,ささきん,576.8
4000,Sean Jones,576.6
4001,Obvio7,576.6
4002,YUTO KOJIMA,576.5
4003,Hidaka,576.5
4004,I'mAI0320,576.5
4005,Gerlan Silva,576.5
4006,TaNiHf,576.4
4007,k3nt,576.4
4008,新松戸ポケカ研究所,576.4
4009,小野修平,576.4
4010,ko_kuramoto6,576.3
4011,Yusukey12,576.2
4012,Hei_shao,576.2
4013,BasicallyBot,576.2
4014,リュミオーネTom,576.1
4015,In-cheol Shin,576.1
4016,yuki #6,576.0
4017,しゃけた,575.9
4018,pop-ketle,575.9
4019,Mega Dimension Lush,575.9
4020,BinomialSheep,575.8
4021,guragura_0702,575.6
4022,D_en3120,575.6
4023,soranaki0404,575.5
4024,Deng mengcan,575.5
4025,sharkself,575.4
4026,宝小咖,575.3
4027,Team Rockets MAGIKARP,575.2
4028,Aaron Cuellar,575.1
4029,kt,575.1
4030,岸本蒼唯,575.1
4031,hayatoail,575.1
4032,Juan Zapata,575.0
4033,Chukwuemeka Chukwuma,574.9
4034,yuuuki1111,574.6
4035,xuhai xiao,574.5
4036,Yuma Eto,574.4
4037,patamaru,574.3
4038,osam,574.3
4039,muko,574.3
4040,junhyeokFP,574.2
4041,bigwave2,574.2
4042,Sinan Calisir,574.2
4043,SatOmOri,573.9
4044,Nao,573.8
4045,Shion Fukuzawa,573.7
4046,majigori,573.7
4047,Seymour Schmidt,573.5
4048,LrmPokecaClub,573.3
4049,jalp,573.3
4050,Nene Gotanda,573.3
4051,中村円威,573.3
4052,roroppu,573.2
4053,CaMaLabs,573.0
4054,Fotone,572.9
4055,REi0077,572.8
4056,Imran Abubeker,572.7
4057,Diogo Sena,572.6
4058,hosyan,572.6
4059,curry panda ex,572.6
4060,yuki jyono,572.3
4061,Pokemon Analysis,572.3
4062,Mikyan_みきゃん,572.3
4063,Junkai Liang,572.2
4064,Duru Dökmen,572.1
4065,Wellch,572.0
4066,Felipe Sens Bonetto ,572.0
4067,Skyyy93,571.9
4068,warabiimu,571.8
4069,RyotaNakajima,571.7
4070,chiri.,571.7
4071,Med.T,571.6
4072,Tki256,571.5
4073,shu-tanuma ,571.3
4074,xiaorenxiaoren,571.3
4075,Yuji Nomura,571.3
4076,Energy Attached,571.3
4077,わかくさコーン,571.3
4078,Akifumi Okubo,571.2
4079,elite ycn,571.2
4080,sakupoyoooon,571.1
4081,sender1999,571.0
4082,shogo yoshioka,571.0
4083,xixi,570.9
4084,Ryosuke Suzuki,570.8
4085,K MATSUI,570.7
4086,Kinf11,570.7
4087,Christopher34,570.7
4088,あびかし,570.6
4089,TakosukeAI,570.6
4090,yashilinnnnnn0216,570.5
4091,Cook Noah,570.5
4092,Wazowski,570.3
4093,Taito Yoshimura,570.1
4094,Kazuya Shiroshita,570.1
4095,yoiki,570.0
4096,Jebriel Abdul,569.9
4097,AbdulHannan Siddiqui,569.8
4098,Chengyu Huang,569.5
4099,tellurium_rrr,569.5
4100,akamiko,569.5
4101,Zeina Shaltout,569.5
4102,yuu2704,569.4
4103,Steve Mulyono,569.4
4104,keigo_take,569.4
4105,tadashi04,569.3
4106,鈴木裕登,569.2
4107,SAKU,569.2
4108,what is pokemon,569.1
4109,maru21119,569.0
4110,ktDAMA,568.9
4111,Bùi Đức Anh,568.8
4112,minasehiro,568.6
4113,rimaburiko,568.5
4114,takukkkk,568.5
4115,宮原景信,568.4
4116,WangZihao5649,568.3
4117,SongU hah,568.3
4118,STS Works,568.2
4119,RZ,568.2
4120,WUHAOZHE618,568.0
4121,Anna Jo,567.9
4122,AlterEgoProject,567.8
4123,ぽいぽいスプラッシュ,567.6
4124,Ultra7,567.6
4125,yosuke kurosu,567.6
4126,Jett Huang,567.4
4127,prime,567.3
4128,C&P,567.3
4129,sho129,567.3
4130,Yuu7777,567.3
4131,IndigoPlateau,567.1
4132,JackChenghao,567.0
4133,Prify Philip,567.0
4134,hieda kazvki,567.0
4135,Abhinav_Abhinav_the_one,567.0
4136,greengreenpurple,566.9
4137,tetuuuu,566.8
4138,Ben Xiao,566.7
4139,hirow,566.6
4140,mk,566.5
4141,Yusei Sakagami,566.5
4142,Prof Oak's lab,566.5
4143,あれすくん,566.5
4144,Igor Khomyanin,566.4
4145,yuki #3,566.3
4146,shion,566.2
4147,TimmyX,566.1
4148,AibePC,566.0
4149,negi-develop,566.0
4150,Natpaphon Nukhunthod,566.0
4151,nitoyon,566.0
4152,Tsuyoshi Masubuchi,565.9
4153,Toshiaki Satsuma,565.8
4154,GOTCHA,565.7
4155,Gui Lierme,565.6
4156,Ryohei Nakamura,565.4
4157,bambi_create,565.2
4158,zNext Against the World,565.1
4159,irontomato,565.1
4160,TTITIM,565.0
4161,Gachimoto,564.9
4162,Tanaka Chiromo,564.8
4163,mokemokemokemoke,564.8
4164,IchigoSushi,564.8
4165,naoto714,564.8
4166,Cheshire Cat,564.7
4167,Douglas Winston,564.2
4168,suzy su,564.0
4169,k hakuri,563.9
4170,sato mozuku,563.8
4171,saku_tohoku,563.4
4172,ララ！ラボ,563.4
4173,Thach Nguyen,563.3
4174,migi,563.3
4175,Touyu,563.3
4176,uma.k42.mr,563.2
4177,Pranshu Bahadur,563.2
4178,Chirapathleo Saelim,563.0
4179,Shiro Sugawa,563.0
4180,eevee's momma,562.8
4181,niino,562.7
4182,Honty01,562.7
4183,currentbranch,562.7
4184,Occult Lab,562.6
4185,ryopulse,562.3
4186,shop_0761,562.3
4187,wbt,562.3
4188,Ryounosuke Kouriki,562.3
4189,Paul Lockett,562.1
4190,Mohammadisrar,562.1
4191,hinata1119,562.1
4192,Tyshi79,561.9
4193,akaimi,561.9
4194,Julian Vignes,561.7
4195,yomogi221,561.7
4196,R.O,561.6
4197,michaeloblak,561.6
4198,joji yanagii,561.4
4199,福島広暉,561.3
4200,DaJimmy,561.3
4201,goukenn,561.3
4202,ini,561.2
4203,masaxsuzu,561.2
4204,Prakhar Sahu,561.0
4205,R.Kaikura,560.8
4206,twakaiki,560.7
4207,TMiki,560.7
4208,nekobo,560.7
4209,Pocha_chachacha,560.7
4210,Eli C. Lowry,560.6
4211,Shawya Saito,560.6
4212,Spintronic,560.5
4213,つるかす,560.5
4214,Kai Ikuta,560.4
4215,SoPro,560.4
4216,Rikuto Sawada,560.3
4217,沙裕傑（jay sha）,560.3
4218,xxhogehogexx,560.3
4219,SUCHAI 老婆&老公,560.3
4220,Cerys Jones,560.2
4221,tarou_imokenpi,560.2
4222,TheGreaterGood,560.2
4223,AryaT,560.2
4224,miura-iori,560.1
4225,xinyuan huang,560.0
4226,OchiAI820,559.9
4227,Leona_Giga,559.9
4228,capella,559.9
4229,Kazuki Shiraishi,559.8
4230,Djenk Ivanov,559.8
4231,InspiredCoder,559.8
4232,LizardAPN,559.4
4233,Yotsuba_4848,559.3
4234,PokeMoE,559.3
4235,Abeeb Adesina,559.3
4236,bilcht,559.2
4237,Kazuhiro Sato,559.2
4238,Denki39,559.2
4239,からし,559.1
4240,nikepoke,558.9
4241,永谷宏介,558.8
4242,Bruno Jos/e Marques,558.6
4243,Chris Lockhart,558.6
4244,ZICHENG LING,558.4
4245,solenoider,558.4
4246,テツノバスタ,558.4
4247,hookbook,558.4
4248,aa mujou,558.3
4249,YUSEI SAKAI,558.2
4250,meep,558.2
4251,Wejdan Al-Ahmadi,557.9
4252,Theo Venturian,557.9
4253,Oikon,557.9
4254,Mtnkkit,557.8
4255,DD Adai,557.8
4256,MichaelJKnowles,557.8
4257,nao2002_,557.8
4258,Jay,557.7
4259,YozenPoke,557.7
4260,ストール,557.6
4261,Kaleidoooooo,557.5
4262,inbalkiv,557.5
4263,MEROBO,557.4
4264,yk724985,557.4
4265,oreo,557.4
4266,Alpha Duo,557.3
4267,Kana Kuroyanagi,557.3
4268,yoshi2no,557.2
4269,guglilac,557.0
4270,CJython,556.9
4271,Zak88511,556.8
4272,Yunus Emre Sarıduman,556.5
4273,Ryota Matsuki,556.5
4274,daphniapulex,556.3
4275,jack9999ske,556.3
4276,Surya Vijjeswarapu,556.3
4277,Kaiyu28,556.3
4278,Jeon,556.2
4279,ryoga,556.0
4280,Umut Keltek,555.8
4281,gosu.Kouts,555.7
4282,yuta_muds,555.7
4283,fujihara,555.7
4284,Iwami Daisuke,555.6
4285,itohudo,555.5
4286,kohei222,555.5
4287,HS,555.4
4288,alonso bardales,555.4
4289,crozieyyyy,555.4
4290,Technica,555.3
4291,tsu_22_1,555.3
4292,mamaPaPa Cloude,555.2
4293,tony998244353,555.2
4294,Scarlett Lee,555.2
4295,FlatWhiteOnly,555.2
4296,Ryoma Suzuki,555.1
4297,ayaya09,555.1
4298,chocoseiya,555.0
4299,Haru Yo,554.8
4300,cata,554.7
4301,Pranay,554.6
4302,Quillbolt,554.6
4303,Naoki Okuda,554.6
4304,600626_วายุ,554.5
4305,kevin28gou,554.4
4306,sukesuke012,554.4
4307,AgoniE,554.4
4308,akachocobo,554.0
4309,Kamalesh Panda,554.0
4310,どんぐりん,553.9
4311,AndNov,553.8
4312,YATAShotaro,553.8
4313,Sweta Jain,553.7
4314,Kohei #2,553.7
4315,Mayuko Tatsuki,553.5
4316,cp11122,553.5
4317,Arbidos,553.2
4318,Sebastian Johansson,553.0
4319,Kawamura Shoma,552.9
4320,Arnie Jimenez,552.8
4321,チームサティスファクション,552.8
4322,Toshiko1031,552.8
4323,kaerururu,552.7
4324,Yohei Kobashi,552.6
4325,hosoka-r,552.3
4326,Rojiura Studio,552.3
4327,sintaro yamamoto,552.3
4328,minoruno,552.2
4329,Terminal 7,552.0
4330,PandaBananas,551.9
4331,andmohiko,551.9
4332,Y.T.,551.9
4333,Lesiu,551.9
4334,Kai Buchmueller,551.8
4335,KAI JP,551.8
4336,soramame0311,551.7
4337,keisuketsukagoshi,551.7
4338,Jamie Dixon,551.5
4339,Numa x Numa,551.1
4340,namachiya,550.9
4341,Cutest butt Ive ever had,550.9
4342,Sébastien henry,550.9
4343,Keisuke_kaggle,550.9
4344,Joshua Magady,550.7
4345,ayasse,550.6
4346,KK_1999,550.6
4347,wsl_learning,550.3
4348,Heros,550.2
4349,reika555,550.2
4350,adomot,550.2
4351,Prema Ananda,550.1
4352,Squirrel,550.0
4353,東　勇介,550.0
4354,Ken Page,549.8
4355,Zammaar Shafqat Malhi,549.8
4356,EspeonGO,549.8
4357,HyunohSung,549.7
4358,yamashuuu,549.7
4359,yuki10008,549.7
4360,Tsubasa Kanno,549.7
4361,Limo,549.6
4362,Raph,549.4
4363,小山佳祐,549.2
4364,JuhoPark94,548.8
4365,fu,548.5
4366,Sumant V J,548.4
4367,Aarav Gupta,548.3
4368,MSGG411,548.2
4369,Gengar Gangsters,548.2
4370,RED,548.2
4371,Nathan Arellano,548.1
4372,punigo,547.7
4373,Kavin Thakur KM,547.7
4374,4eta,547.5
4375,Muhtady Olajobi,547.5
4376,Hale Obernolte,547.5
4377,Koba Empire,547.4
4378,Hiroshi Ikeda,547.2
4379,genki_hagata,547.1
4380,Giuseppe Lentini,546.8
4381,PiotrKley,546.5
4382,yyou97,546.4
4383,Andre Profitt,546.3
4384,Magikarp0916,546.2
4385,poalo824,546.1
4386,ZAKI8742,546.0
4387,Doranap,546.0
4388,hiroto_u07,546.0
4389,ohnuma,545.9
4390,PRANAY MANE ,545.9
4391,Tae Shin,545.8
4392,Siqi Jia,545.6
4393,tyindolent,545.6
4394,yucho147,545.5
4395,Foxyone,545.4
4396,Nikodem Kuliś,545.4
4397,nishiyamadaiki,545.4
4398,Keisuke Hirose,545.4
4399,Lohitha Reddy Aramati,545.3
4400,iketatsu,545.3
4401,yamiryu,545.3
4402,Kan #2,545.2
4403,Andriy Mysko,545.0
4404,Ryomen Sukuna,544.9
4405,"Chiu,Meng-Tse",544.9
4406,Xan Morice-Atkinson,544.9
4407,Xiaoqing Su,544.9
4408,mitsuba,544.8
4409,Gary,544.8
4410,yaya__k,544.8
4411,大久保寿人,544.8
4412,Sho,544.7
4413,Nicholas Chen,544.7
4414,tanukichi36,544.6
4415,inoue0x54,544.5
4416,Woohyun Nahm,544.5
4417,Sifar12,544.5
4418,Fuki Urakawa,544.3
4419,Arthur Borges,544.0
4420,SIGOTO,544.0
4421,Kris Dreemurr,543.9
4422,Neil Patel,543.9
4423,jkatdare,543.6
4424,G_nuoh,543.6
4425,Sacha Comte 02,543.6
4426,salty bear,543.6
4427,渡辺光洋,543.6
4428,illunome,543.6
4429,Team picoea4rll,543.4
4430,Tsubasa_00,543.3
4431,Uzi_0003,543.0
4432,Lukas Simokaitis,542.8
4433,tetsu31,542.8
4434,toruneko,542.8
4435,yuhas0726,542.8
4436,FabrizioFedericoni,542.6
4437,Mereci,542.6
4438,UmbreonXAce,542.5
4439,smithhoo,542.5
4440,Overfitted Onix,542.4
4441,nakusnakus,542.3
4442,Shizk2205,542.3
4443,Casey Bennink,542.3
4444,Insper TCG,542.2
4445,Sammarieo Brown,542.2
4446,Iwasaki Takanori,542.2
4447,MiTo Barchetta,542.1
4448,Kou Nishioka,542.1
4449,hiroswim,542.0
4450,ochikuwan,542.0
4451,X- ray,541.9
4452,n shuhei,541.8
4453,Fidèle José kOUAGOU,541.8
4454,atsu33,541.8
4455,Guenoir,541.8
4456,nnadrian,541.8
4457,yogimo,541.7
4458,Thomas Semczyszyn,541.7
4459,KuboiYusuke,541.5
4460,Nils Schlatter,541.5
4461,DŨNG HỒ ANH,541.5
4462,feles42,541.3
4463,Dabe19,541.1
4464,RonKovic,541.1
4465,svackle,541.1
4466,zk,541.0
4467,Henrique Mancini Castilho,540.9
4468,CarsonHu,540.6
4469,DRNTK,540.3
4470,チャーハン,540.3
4471,YukiMaitani,540.3
4472,qiaoqiao liu-924,540.2
4473,Ishizue Lab,540.2
4474,Kagura_UT,540.1
4475,AwA,540.1
4476,nescence,540.0
4477,anthony mbadiwe ikeme,540.0
4478,keta39,539.9
4479,_vasu_.063,539.8
4480,Saikattyo,539.8
4481,Retlinac,539.8
4482,ka weng Chio,539.6
4483,Arata,539.5
4484,Lucas Bruzzone,539.5
4485,zzz_nya,539.4
4486,ことこと,539.4
4487,CleAAAAAA,539.2
4488,unleex,539.0
4489,Shunsuke Higashi,539.0
4490,tsumuit,539.0
4491,Yizhi,538.8
4492,TTT,538.8
4493,tanitou,538.8
4494,parcadei,538.7
4495,Chunibyo,538.7
4496,Nico P,538.6
4497,8KMO,538.2
4498,三浦桂基,538.2
4499,viiiiiiiiiiiiiiiiic,538.1
4500,シュテファン,538.1
4501,HoaCaiTeam,538.1
4502,CaRuff,538.1
4503,Andrew Daniels,538.0
4504,kapenon,537.9
4505,Dlmpoq01,537.8
4506,RIIIIIIIteq,537.8
4507,Jonathan Amdam,537.8
4508,TomTom Taylor,537.7
4509,Mikołaj  Kłoczewski,537.6
4510,Ryos8515,537.4
4511,Miao,537.3
4512,tngmb08,537.2
4513,Adam Conan,537.2
4514,TorNoz,537.1
4515,LI KAI,537.1
4516,yhgg1,536.9
4517,yonemasa,536.8
4518,Francesco Sardo,536.7
4519,ToMY F.,536.6
4520,probability,536.5
4521,muramasa,536.4
4522,tanzaku,536.4
4523,NAKANISHI Yoshiaki,536.4
4524,jam yann,536.3
4525,Akanashi,536.2
4526,Hutao715,536.0
4527,domkade,535.9
4528,DaifukuMochi,535.6
4529,foooota,535.5
4530,Cybolt Solutions,535.4
4531,徳田一真,535.3
4532,curosfaiya,535.3
4533,Uchitom,535.0
4534,Andrew Bunn,535.0
4535,Mrutyunjay Joshi,535.0
4536,Ryohei Matsumoto,534.9
4537,ちょはん,534.9
4538,Pumpkin@Pokeca,534.7
4539,takashi suzuki,534.7
4540,Kauê Cezário Cunha,534.5
4541,pikap pika pikaa pikachuuuuuuu,534.4
4542,Yuki Fukamizu,534.3
4543,ningeeen,534.1
4544,Lurk Shade,534.1
4545,TwinTV,533.9
4546,ysowkx,533.8
4547,Soragaki,533.7
4548,kimkimkirn,533.7
4549,Yuichi Yoshida,533.7
4550,Freeman0,533.6
4551,takuya asami,533.6
4552,サム・マウンテンマン,533.4
4553,スズキタケヤ,533.4
4554,mashandroom,533.3
4555,Min-Le Su,533.2
4556,MushaKGL,533.2
4557,plume013,533.1
4558,Iwakiri Takuya,532.9
4559,[Deleted] a0e844fd-4585-443b-a5cd-c24277e3d0bc,532.9
4560,leoYuyty,532.9
4561,meteoru,532.8
4562,Hungchien,532.7
4563,dacho,532.7
4564,Yehun Jeon,532.6
4565,yayayabebe,532.6
4566,nugui-nugui,532.3
4567,zzz zzz6789,532.2
4568,dolucard,532.2
4569,jiku0730,532.1
4570,TechRegigigas,532.1
4571,Teru O.,531.7
4572,Ats Kubo,531.4
4573,ComposeMage,531.4
4574,ROASTERS,531.4
4575,SkiChu,531.3
4576,DeMoN_2202,531.2
4577,Hikaru Yamamoto,531.2
4578,KUSHAGRA MATHUR,531.1
4579,Night March,531.0
4580,HotpotAstaroth,531.0
4581,Jack Wallace,530.8
4582,Team Shelecter,530.6
4583,yankang_XZK,530.5
4584,Takeo Mitsumoto,530.4
4585,SeaBastien,530.1
4586,Yuto TAMURA,530.1
4587,SEIICHIRO Kojio,529.8
4588,Marius K,529.8
4589,LuoXingda,529.8
4590,kanadomekei,529.7
4591,浦山拓樹,529.6
4592,poyothon,529.5
4593,BSCode,529.4
4594,Francisco Vargas,529.4
4595,DeepMew,529.3
4596,Murari Ambati,529.1
4597,Zwieks,529.0
4598,Резван Гатауллин,529.0
4599,Thomas,528.9
4600,hattori88,528.8
4601,Yosef Winatmoko,528.7
4602,takemurahironori,528.7
4603,じやない,528.4
4604,jesus riva,528.4
4605,POGINATORS,528.4
4606,Uao Eang,528.2
4607,Lucas Ween,527.9
4608,YoungCheol Son,527.9
4609,momomo30,527.9
4610,Alexandru A,527.9
4611,waiwai0121,527.8
4612,kawauso,527.7
4613,カワセイ,527.6
4614,Dheeraj Dhillon,527.6
4615,edmnnd,527.5
4616,sakataxr,527.5
4617,Kev' Vervier,527.5
4618,MGeorgiy,527.4
4619,niraale,527.4
4620,Yoshiura Shuma,527.3
4621,coffy 44,527.2
4622,dansuke,527.2
4623,Packsilog TCG,527.1
4624,Mactorr,527.1
4625,blibli.com,527.0
4626,FENGZHAOFAN,526.9
4627,Nao Komura,526.9
4628,xiaowang,526.8
4629,Taiki Misawa,526.6
4630,Cheehan0114,526.6
4631,TAKA_3118,526.2
4632,Saurabh Kumar,526.2
4633,Madan kumar,526.1
4634,uhyoppo,525.8
4635,Stanislaus Dusek,525.8
4636,yamuyamu,525.8
4637,tofumagi,525.8
4638,TERUTERU,525.7
4639,opavinia,525.7
4640,Akshat Mathur,525.6
4641,Gabriel Silveira,525.6
4642,mayuki,525.6
4643,Kawee Lekmuenwai,525.3
4644,Neeyam Muddappa,525.3
4645,Songyot P,525.2
4646,Tatsuya50,525.2
4647,OgawaraMakoto(Noah),525.1
4648,mshibatatt,525.1
4649,ruce015555,525.1
4650,Kevin Soto Burgos,525.0
4651,mijumaru,524.8
4652,Yuuma Funasaka,524.8
4653,Pointseal,524.7
4654,Yuulis,524.5
4655,totoko,524.4
4656,Ngoc Nguyen Tuan,524.3
4657,syamoji141,524.3
4658,ZHE WANG,524.3
4659,CodeHacker,524.3
4660,EMANUELE MARLIA,524.2
4661,3fk,524.2
4662,TaoZui649,523.9
4663,Well-Baked Body,523.9
4664,Jennifer Yang,523.8
4665,schezo,523.7
4666,Chenxi Zhao21,523.6
4667,Ashwath,523.3
4668,fttp,523.3
4669,spa-toni,523.2
4670,chenyZan,523.2
4671,Desmond Lee,523.2
4672,Quentin Gense,523.1
4673,Takahiro Matsumoto,523.0
4674,Halil Ibrahim Umut Colak,522.8
4675,Roo333,522.8
4676,Sugiyama Tomoki,522.7
4677,Ras,522.7
4678,The Fool,522.5
4679,コウスケ,522.4
4680,munkidori,522.4
4681,souyakuchan,522.3
4682,Andreas Bretschneider,522.1
4683,hydrogenbonds,521.9
4684,Nguyễn Minh Chiến,521.8
4685,madoka1111,521.7
4686,Pikabrew,521.6
4687,Kevin Ramirez,521.5
4688,Jackuang,521.5
4689,prophecy,521.4
4690,nodel,521.4
4691,Joey Dufourd,521.4
4692,EmoLab,521.4
4693,TQL,521.4
4694,Ryoji.Yokosawa,521.2
4695,Thazzeus,521.1
4696,CardPilotLab,521.1
4697,chimaki,520.8
4698,Kazuma Mori,520.6
4699,ponto,520.5
4700,elandgre,520.5
4701,Jason Chou,520.4
4702,Ryoma Terazawa,520.4
4703,Kairyusai,520.3
4704,hatucky,519.9
4705,Saito kazuki,519.9
4706,cocoa_at_jp,519.8
4707,SHOUHEI IKEDA,519.8
4708,Oscar Protocol,519.7
4709,TMDURO,519.5
4710,Konosuke_Takeshima,519.2
4711,カエル同好会,519.1
4712,onionring26,519.1
4713,KASSEN inc.,519.1
4714,Alphote,519.0
4715,bxRaven,519.0
4716,Jeff Horon,518.9
4717,KE1TA0144,518.8
4718,瀧山翔平,518.7
4719,owaowata,518.7
4720,hirotaka kaminishi,518.7
4721,jtanaka@navy.plala.or.jp,518.6
4722,ZEZE,518.4
4723,Spanish Duck,518.4
4724,KodaiKatayama,518.4
4725,protoAgent,518.2
4726,Adrian Gomez,518.1
4727,mengyi lin,518.1
4728,萩原孝介,517.9
4729,shinagawa monjiro,517.9
4730,Yamada Iwao,517.6
4731,ShuHaya,517.6
4732,Soichiro Yamada,517.6
4733,kaz,517.4
4734,yayoc,517.3
4735,Valentin Haase,517.2
4736,Pietro,517.0
4737,iwtn,516.9
4738,Dennis Hüggenberg,516.7
4739,nolate jing,516.7
4740,Masataka Sawada,516.6
4741,GACWR,516.5
4742,dburns,516.5
4743,Kensei,515.9
4744,AJ,515.9
4745,Rauru Okitani,515.7
4746,sunnariwakaru,515.7
4747,青学技術開発チーム,515.6
4748,kinocode,515.5
4749,dyuan311,515.1
4750,lucky,515.1
4751,nya000000n,514.8
4752,Keiya Yamashita,514.7
4753,Shivam Gupta,514.6
4754,Rijul Gupta,514.6
4755,Duc24KDL,514.5
4756,Sholtis Labs,514.5
4757,Semih Işık,514.4
4758,Ericakcc,514.1
4759,mizoi,514.0
4760,Dillen Perumal,513.9
4761,Kunal Gurung,513.9
4762,Pol Urós,513.8
4763,東アジアフォレストリバー探検隊,513.7
4764,Guan fenghua,513.7
4765,Vedant A.,513.6
4766,Boik Su,513.4
4767,r_yoko,513.4
4768,Zbida,513.3
4769,原田龍馬,513.3
4770,monzblog,513.3
4771,Romone Dunlop,513.1
4772,KiZins,512.9
4773,Hiroto Tarora,512.9
4774,Rasmus Foyer,512.9
4775,Gogona557,512.6
4776,Kobasun,512.6
4777,Saida Alipanahova,512.5
4778,Kirthi Manjunath,512.1
4779,Christian Rangel,512.0
4780,KouchSato,511.9
4781,thwaitsusa2,511.8
4782,chinaq,511.8
4783,Rishiraj Acharya,511.7
4784,田中太郎 #2,511.6
4785,leche1153,511.6
4786,Sima Yi,511.5
4787,Luca Torre,511.3
4788,pineorpine,511.3
4789,Nikukyu,511.1
4790,Daru,510.9
4791,Jun Kawai,510.5
4792,ytk03,510.4
4793,Malton,510.2
4794,zackgow,510.2
4795,Virtute,510.1
4796,Galang Dewangkara,510.1
4797,Rafael Molina Castaño,510.0
4798,Hector Leduc,509.9
4799,Garchomp,509.7
4800,Aluder,509.7
4801,kanana-studio,509.7
4802,Hunor Laczkó,509.5
4803,Evan Kim,509.4
4804,jannchie,509.4
4805,Gate of Revering Culture,509.4
4806,DEMON JI,509.3
4807,ポケカ頑張る,509.2
4808,David Dapid,509.2
4809,keroqueue,509.1
4810,Brian Chuan,509.1
4811,Niche,509.1
4812,makosukepapa,509.0
4813,アルセオーガ,509.0
4814,KAgent71,508.9
4815,Mihir Argulkar,508.8
4816,Condor,508.8
4817,Jane Long,508.5
4818,Jack Gell,508.5
4819,ntk_ta01,508.0
4820,nitronine269,508.0
4821,M Rislan Tristansyah,507.8
4822,夜鷹ねりあ,507.7
4823,Yugi64,507.6
4824,umsyspokeka,507.6
4825,currypurin,507.5
4826,Yut176,507.3
4827,poketaro3,507.2
4828,Rataro.S,506.9
4829,turneja,506.9
4830,ninjya777,506.8
4831,nynyny67,506.7
4832,Takasawy,506.6
4833,himhim616,506.6
4834,anmadev,506.5
4835,nya654nya,506.4
4836,quantcrypto3,506.3
4837,ONunez55,506.2
4838,arrow_utpoke,506.0
4839,Ghost,505.9
4840,hiroki kameyama,505.6
4841,Rensei K,505.5
4842,hell yeah,505.5
4843,ZAMA,505.0
4844,Ikeda Wataru,505.0
4845,Danilo Antonietto,505.0
4846,Jason-Oh,504.9
4847,Minal kharat123,504.9
4848,Hiroaki Inokuchi,504.5
4849,mm-1989,504.5
4850,Masa,504.4
4851,赤いきつね,504.4
4852,Goroly,504.3
4853,Udbhaw Anand,504.2
4854,GauravKr23,503.9
4855,ANAND SONSALI,503.8
4856,MaoOKRK,503.7
4857,Fake Conquerors,503.6
4858,Patrick M.,503.5
4859,Wzx,503.5
4860,Pac-Man,503.2
4861,Blox Amaze,503.1
4862,karatsu,503.1
4863,watawata_user,503.1
4864,Rami Ismael,502.8
4865,yuto,502.6
4866,izaruz,502.2
4867,jin ryoma,502.1
4868,Toshiko Miyake,502.1
4869,結君水鶏口,502.0
4870,TeamRocket,501.9
4871,AAlphaAA,501.6
4872,ArslanAbdallah,501.6
4873,Honda Motomasa,501.6
4874,Juan Neira,501.5
4875,しょーへー,501.2
4876,Danila Lebedev,501.2
4877,YY0422,500.6
4878,（かえる）,500.6
4879,crey joswick,500.2
4880,Kasuga,500.1
4881,Nozprod,500.0
4882,xyc6667,500.0
4883,TABOUT MHAMED,499.9
4884,Nikhil Khetani,499.5
4885,baokin.hcmus,499.4
4886,Masayuki Kimura,499.3
4887,田中裕大,499.1
4888,whitness00,499.1
4889,Mingzhengxuan Wu,498.9
4890,atsuken,498.8
4891,mo84dan5,498.6
4892,Brad Thompson,498.5
4893,ayasaki rin,498.4
4894,EitaF,498.3
4895,LCZ1996,498.3
4896,Joseph Kharzo,498.1
4897,torahirod,497.7
4898,Bruno Ramos Martins,497.6
4899,600505-ศิวกร,497.6
4900,poomwipat timyailuang,497.5
4901,kkunizaw,497.3
4902,TianSang12,497.3
4903,情理とこうせい,496.9
4904,Hidden State Labs,496.9
4905,Junkonno,496.6
4906,ZhWing Fence,496.6
4907,tonimasu,496.6
4908,ituhime,496.4
4909,Hiroki Maruo,496.2
4910,Pitambar Guha,496.1
4911,Ash,496.0
4912,ei ei ei yikuso,495.9
4913,みちひろ,495.9
